Line Name, Code, English
experiment.critter.button.tooltip, @42045F52, "Select Organism"
experiment.critter.button.multi.tooltip, @182339E5, "Select Organisms"
experiment.run.button.tooltip, @85C09360, "Run Experiment"
experiment.waterStabilizer.button.tooltip, @62C018D1, "Water Stabilizer"
experiment.autoFeeder.button.tooltip, @7DD4CCAB, "Auto-Feeder"
experiment.button.addOrganism, @934EED7D, "Add Organisms"
experiment.button.run, @3C32F5FB, "Run Experiment"
experiment.button.addWater, @D9EC84EC, "Add Water"
experiment.button.features, @08835F5D, "Select Features"
experiment.button.endExperiment, @2803C754, "End Experiment"
experiment.button.addOrganisms, @F33F2D0A, "Add Organisms"
experiment.summary.noNewFacts, @CFB513D8, "You're more likely to discover new facts if you try different combinations of organisms and tank settings."
experiment.summary.noFacts, @D51A2DA4, "It doesn't look like there was a relationship between these species. Keep trying with other species."
experiment.summary.missedFacts, @66B10096, "If you're not careful, an organism will exhaust its food supply before you have a chance to observe it eating."
experiment.summary.deadOrganisms, @7498FF09, "Some organisms died as a result of the water settings. Make sure your organisms can survive before running your experiment."
experiment.summary.singleOrganism, @2F253136, "New observations are more likely to occur if you place more than one type of organism into the tank."
experiment.summary.deadMatter, @A53F2239, "Non-living matter cannot be tested in isolation."
experiment.summary.deadMatterPair, @29D44965, "Eating interactions can only occur if one of the organisms in the tank is living."
experiment.summary.eatNeedsObserveFirst, @04A33E67, "Eating interactions must be observed in the {nameof ObservationTank} before they can be measured."
experiment.summary.hadRemainingObservations, @100E100E, "New observations are more likely to occur if you're patient and wait for organisms to interact."
experiment.summary.parasiteNeedsObserveFirst, @56CBF456, "Parasitic interactions must be observed in the {nameof ObservationTank} before they can be measured."
experiment.summary.noteHeader, @5D48362B, "<b>Note:</b><margin-left=1.5em>\n{0}"
experiment.summary.noInteractionHeader, @6D209BEA, "<b>No Interactions Discovered</b>\n\n<b>Note:</b><margin-left=1.5em>\n{0}"
experiment.summary.alreadyObserved, @D8AC6BEE, "<b>No New Interactions Discovered</b>\n\n<b>Note:</b><margin-left=1.5em>\n{0}"
experiment.summary.header, @710D1A97, "Experiment Results"
experiment.summary.single.header, @771EA025, "Experiment Results\n<size=80%>{critter-name}{0}{/critter-name}"
experiment.summary.header.fail, @15B32B17, "Experiment Inconclusive"
experiment.summary.header.redundant, @9625C2C0, "Experiment Unnecessary"
experiment.summary.measure.repro, @9946BFC0, "Reproduction Rate Instructions\n- Turn on {nameof AutoFeeder}\n- Turn on {nameof WaterStabilizer}\n- Add one Organism Type"
experiment.summary.measure.water, @E63ED38B, "Water Chemistry Instructions\n- Turn on {nameof AutoFeeder}\n- Turn off {nameof WaterStabilizer}\n- Add one Organism Type"
experiment.summary.measure.eat, @9FAF537E, "Eating Rate Instructions\n- Turn off {nameof AutoFeeder}\n- Turn on {nameof WaterStabilizer}\n- Add two Organism Types"
experiment.button.measure, @7FADFCD6, "Analyze Data"
experiment.button.addEcosystem.activeJob, @7F61F98C, "Active Job"
experiment.button.addOrganism.inEcosystem, @2A8E61AE, "In Ecosystem"
experiment.tank.observation, @A53F9348, "Observation Tank"
experiment.tank.stress, @2125A38A, "Stress Tank"
experiment.tank.measurement, @E0366042, "Measurement Tank"
experiment.button.enable, @F922CF09, "OFF"
experiment.button.enabled, @9ECC8897, "ON"
experiment.observation.newBehavior.header, @82153BF3, "New Behavior Discovered!"
experiment.measure.stabilizer.desc, @3DB7E5AA, "When ON, the tank keeps the same water chemistry and light conditions. Turn this OFF only if you want to see an organism's effect on its environment."
experiment.measure.stabilizer.name, @C0FA99BC, "Tank Stabilizer"
experiment.measure.feeder.name, @7D596576, "Auto-Feeder"
experiment.measure.feeder.desc, @57A9A890, "When ON, all organisms get enough food without eating each other. Leave it ON to see how an organism reproduces. Turn this OFF only if you want to see the rate at which one species eats another."
experiment.measure.analyzing, @8826EEF1, "Analyzing tank configuration..."
experiment.measure.unknownVar, @C670EEAD, "ERROR: Unable to isolate variable"
experiment.measure.reproVar, @EBC3C4BF, "Isolated: Reproduction rates"
experiment.measure.chemVar, @678B6E2C, "Isolated: Environmental interactions"
experiment.measure.eatVar, @1F139045, "Isolated: Eating/interaction rates"
words.eat, @B492B17E, "eats"
words.isEatenBy, @633D8F04, "is eaten by"
words.catch, @DA53BDA3, "catches"
words.catch.disabled, @2AE5AB67, "does not catch"
words.isCaughtBy, @FDA53D6D, "is caught by"
words.isCaughtBy.disabled, @5D90DC59, "is not caught by"
words.stresses, @26F6371C, "stresses"
words.isStressedBy, @889B1970, "is stressed by"
words.produce, @130A8180, "produces"
words.consume, @8CA12592, "consumes"
words.reduce, @454746FA, "reduces"
words.reproduce, @3057F0F7, "reproduces by"
words.reproduce.disabled, @1DB3F20B, "stops reproducing"
words.death, @FACBBF0E, "dies"
words.grow, @D52180AF, "grows by"
words.whenStressed, @935727D9, "when stressed"
words.flatGraph.label, @80A6A005, "Stable"
words.flatGraph.lower, @7DBB6DC2, "been stable"
words.increaseGraph.label, @5F931D00, "Increasing"
words.increaseGraph.lower, @94E83737, "been increasing"
words.decreaseGraph.label, @1B5BAB84, "Decreasing"
words.decreaseGraph.lower, @C16B70C3, "been decreasing"
words.cycleGraph.label, @F043B1DA, "Cycling"
words.cycleGraph.lower, @C5729909, "been cycling"
words.stressed, @15F61C59, "Stressed"
words.masculineNoun, @D2356E3D, "The"
words.feminineNoun, @6D05429F, "The"
words.words.masculineNoun.plural, @322B109E, "The"
words.words.feminineNoun.plural, @49CF5326, "The"
words.words.articles.of, @1C0F1215, "of"
words.words.articles.by, @110234D1, "by"
words.words.articles.por, @6E118381, "by"
fact.whenStressed.label, @6E1F7B06, "When Stressed"
fact.behavior.header, @74808B54, "Behavior Report"
fact.state.header, @EAF7309F, "Environmental Tolerance Report"
fact.population.header, @E69DC90F, "Population Report"
fact.populationHistory.header, @FFFB68CF, "Historical Population Report"
fact.waterChem.header, @ED20D1EE, "Water Chemistry Report"
fact.waterChemHistory.header, @C036FE8C, "Historical Water Chemistry Report"
fact.visualModel.header, @B7C81CD7, "Visual Model Report"
fact.descriptiveModel.header, @99B05E6F, "Descriptive Model Report"
fact.predictionModel.header, @5DE0CFEA, "Predictive Model Report"
fact.interveneModel.header, @0DD6E9BF, "Intervention Model Report"
fact.encrypted.header, @F9F2D7A0, "Encrypted Data\n<alpha=#AA>{0}"
fact.encrypted.description, @C88B11A9, "This information requires a {h}private key{/h} to decode.\n<margin-left=1.5em><alpha=#AA>{0}"
factFormat.eat, @E7477298, "{critter-name}{0}{/critter-name} eats {critter-name}{1}{/critter-name}."
factFormat.eat.rate, @BD8A7C30, "{critter-name}{0}{/critter-name} eats {1} {critter-name}{2}{/critter-name}."
factFormat.eat.stressed, @FE5348EF, "{critter-name}{0}{/critter-name} eats {critter-name}{1}{/critter-name} when stressed."
factFormat.eat.stressed.rate, @34F66659, "{critter-name}{0}{/critter-name} eats {1} {critter-name}{2}{/critter-name} when stressed."
factFormat.catch, @E02DDE65, "{critter-name}{0}{/critter-name} catches {1} {critter-name}{2}{/critter-name}."
factFormat.catch.disabled, @65DC7F71, "{critter-name}{0}{/critter-name} does not catch {critter-name}{1}{/critter-name}."
factFormat.stresses, @CD984E76, "{critter-name}{0}{/critter-name} stresses {critter-name}{1}{critter-name}."
factFormat.stresses.rate, @F861448A, "{critter-name}{0}{/critter-name} stresses {1} {critter-name}{2}{critter-name}."
factFormat.produce, @1041C70E, "{critter-name}{0}{/critter-name} produces {1} {property-name}{2}{/property-name}."
factFormat.produce.stressed, @8082415D, "{critter-name}{0}{/critter-name} produces {1} {property-name}{2}{/property-name} when stressed."
factFormat.consume, @731924FC, "{critter-name}{0}{/critter-name} consumes {1} {property-name}{2}{/property-name}."
factFormat.consume.stressed, @FDE682D3, "{critter-name}{0}{/critter-name} consumes {1} {property-name}{2}{/property-name} when stressed."
factFormat.reduce, @D587DDD8, "{critter-name}{0}{/critter-name} reduces {property-name}{2}{/property-name} by {1}."
factFormat.reduce.stressed, @8D4714AF, "{critter-name}{0}{/critter-name} reduces {property-name}{2}{/property-name} by {1} when stressed."
factFormat.reproduce, @A5D662D1, "{critter-name}{0}{/critter-name} reproduces by {1}."
factFormat.reproduce.disabled, @04613F0D, "{critter-name}{0}{/critter-name} does not reproduce."
factFormat.reproduce.stressed, @622020B4, "{critter-name}{0}{/critter-name} reproduces by {1} when stressed."
factFormat.reproduce.stressed.disabled, @47D15806, "{critter-name}{0}{/critter-name} does not reproduce when stressed."
factFormat.grow, @2D6238DD, "{critter-name}{0}{/critter-name} grows by {1}."
factFormat.grow.stressed, @B36B0CF0, "{critter-name}{0}{/critter-name} grows by {1} when stressed."
factFormat.population, @EF1F4A1D, "There are approximately {0} {critter-name}{1}{/critter-name} at {env-name}{2}{/env-name}."
factFormat.population.herd, @43671AFC, "There are approximately {0} {critter-name}{1}{/critter-name} at {env-name}{2}{/env-name}."
factFormat.populationHistory, @3FB22807, "The {critter-name}{0}{/critter-name} population at {env-name}{1}{/env-name} has {2} over the past {3} years."
inv.cash.name, @DFE02B9A, "Credit"
inv.cash.name.plural, @094DC742, "Credits"
inv.cash.description, @D51EBD85, "Common currency. Most merchants will accept this."
inv.exp.name, @624DD91A, "Science Point"
inv.exp.name.plural, @F0B0E3C2, "Science Points"
inv.exp.description, @BC81DA05, "Measurement of progress in the wider scientific community."
inv.stressTank.name, @7B1C765B, "Stress Tank"
inv.stressTank.description, @E2DEFCF2, "Experimentation tank. Allows you to learn the ideal ranges for an organism's survival."
inv.measurementTank.name, @FC7F37CB, "Measurement Tank"
inv.measurementTank.description, @D6750082, "Experimentation tank. Allows you to learn the rates at which organisms interact with their environment and each other."
inv.measurementTankStabilizerToggle.name, @DCAAE458, "Stabilizer Controls"
inv.measurementTankStabilizerToggle.description, @0F375867, "Stabilizer controls for the Measurement Tank. Allows you to toggle the water stabilizer on the Measurement Tank."
inv.scanner.name, @35BBD5D9, "Scan Mode"
inv.scanner.description, @743CD244, "Submarine tool. Allows you to scan your environment to identify organisms and obtain information."
inv.tagger.name, @66E43EF5, "Population Count Mode"
inv.tagger.description, @D0498208, "Submarine tool. Allows you to count up individual organisms to learn their current population levels."
inv.microscope.name, @B2F8661F, "Microscope"
inv.microscope.description, @273FB86E, "Submarine tool. Allows you to view microscopic entities while in a dive site."
inv.probeHacker.name, @AFA679FB, "Probe Decryptor"
inv.probeHacker.description, @9F857C12, "Tool upgrade. Allows you to scan probes to obtain historical information about dive sites."
inv.waterChemistry.name, @23E558E2, "Water Chemistry Decoder"
inv.waterChemistry.description, @54F8BE9D, "Tool upgrade. Allows you to view water chemistry data in modeling."
inv.hull.name, @2A16AB0E, "Pressure Hull"
inv.hull.description, @47A44301, "Submarine upgrade. Thick armor that protects the submarine from the depths."
inv.engine.name, @38E5DF09, "Boost Engine"
inv.engine.description, @A99EEE94, "Submarine upgrade. A more powerful engine that allows the submarine to travel through difficult currents."
inv.iceBreaker.name, @BC68480C, "Ice Breaker"
inv.iceBreaker.description, @B87A0AE3, "Submarine tool. Generates strong localized electrical fields to shatter ice."
inv.propGuard.name, @8E038CD9, "Propeller Guard"
inv.propGuard.description, @8B513F44, "Submarine upgrade. A metal shell that prevents damage to the propeller."
inv.flashlight.name, @9A632E45, "Flashlight"
inv.flashlight.description, @5DEA4878, "Submarine tool. Illuminates your surroundings."
inv.autoFeeder.name, @E1967733, "Auto Feeder"
inv.autoFeeder.description, @7B6D207A, "Auto Feeder controls for the Measurement Tank. Allows you to toggle automatic feeding of organisms."
inv.observationTank.name, @58D41BDD, "Observation Tank"
inv.observationTank.description, @37B90800, "Experimentation tank. Allows you to learn how various organisms interact with each other."
inv.visualModel.name, @5DB95F4C, "Visual Modeling"
inv.visualModel.description, @5AEC9323, "Modeling tool. Create a visual representation of how various organisms interact with each other in their ecosystem."
inv.predictionModel.name, @6061C885, "Numerical Modeling"
inv.predictionModel.description, @02D29CB8, "Modeling tool. Allows you to model the historical state of an ecosystem, as well as predict the future state of an ecosystem based on its current trends."
inv.interveneModel.name, @112D00CE, "Intervention Modeling"
inv.interveneModel.description, @23BE49C1, "Modeling tool. Predict an ecosystem's future success if certain changes are made to it."
shop.soldOut.tag, @B57AF22B, "Purchased"
shop.category.exploration, @76DF7892, "Exploration"
shop.category.science, @22560735, "Science"
shop.subcategory.observation, @F2BCED15, "Observation"
shop.subcategory.navigation, @DD0029CB, "Navigation"
shop.locked, @15F75D53, "Locked"
shop.purchased, @F047D232, "Purchased"
shop.subcategory.experimentation, @E30F6DFB, "Experimentation"
shop.subcategory.modeling, @EE290A8E, "Modeling"
jobs.kelp-welcome.name, @3DD493ED, "Welcome to the {nameof RS-1C}"
jobs.kelp-welcome.desc, @87B6DBEF, "Identify the species in {fullnameof RS-1C} and use your onboard lab to learn more about the food web there."
jobs.kelp-welcome.task.gotoSiteC, @BBEF1B3C, "Take the sub out into the {nameof RS-1C}"
jobs.kelp-welcome.task.scanGiantKelp, @558EF5AF, "Scan Giant Kelp"
jobs.kelp-welcome.task.scanUrchin, @8959019D, "Scan an Urchin"
jobs.kelp-welcome.task.scanOtter, @D55A1CF0, "Scan a Sea Otter"
jobs.kelp-welcome.task.collectWarmKelpForrest, @F9B284EB, "Collect Data from the Probe"
jobs.kelp-welcome.task.returnToShip, @2B70805E, "Take the sub to the surface to board the {m}helm{/m} of your ship"
jobs.kelp-welcome.task.runExperiment, @63D0A19B, "Use the {nameof Experimentation} to find interactions between species"
jobs.kelp-welcome.task.reportBack, @80640516, "Report Back to {nameof @drKelp} at the {nameof RS-Kelp}"
jobs.kelp-welcome.argue.claimLabel, @B2F3F810, "What is the food web between Kelp, Urchins, and Otters at {h}Site C{/h}?"
jobs.kelp-bull-kelp-forest.name, @725901D3, "Exploring a new Kelp Forest at {fullnameof RS-1A}"
jobs.kelp-bull-kelp-forest.desc, @335F64E1, "Now that you know the basics of scanning for species and observing their behaviors, I need you to explore the ecosystem at {fullnameof RS-1A}"
jobs.kelp-bull-kelp-forest.task.siteA, @814CFB11, "Scan the {h}Bull kelp{/h} at {nameof RS-1A}"
jobs.kelp-bull-kelp-forest.task.foodweb, @42C5BC81, "Use the {nameof Experimentation} to determine the {nameof RS-1A} food web"
jobs.kelp-bull-kelp-forest.task.reportBack, @46E1EB78, "Report back to {nameof @drKelp} at the {nameof RS-Kelp}"
jobs.kelp-bull-kelp-forest.argue.claimLabel, @FF52C3BE, "What eats Bull Kelp?"
jobs.kelp-urchin-barren.name, @290AFCB5, "Predicting the Future of Site B"
jobs.kelp-urchin-barren.desc, @0BDB2EB7, "The urchins are taking over {h}Cliffside Oasis{/h} at {h}Site B{/h}, turning it into what we call an Urchin Barren. I need you to use the modeling tool to determine the likely fate of the ecosystem there."
